MSSubClass,LotFrontage,LotArea,LotShape,LandContour,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,Alley_Grvl,MiscFeature_Shed,GarageType_Attchd,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Electrical_FuseA,Electrical_FuseF,Electrical_SBrkr,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_SFoyer,RoofStyle_Gable,RoofStyle_Hip,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Normal,SaleCondition_Partial
60,70.0,11207,3,2,3,6,5,1997,1997,7,0.0,3,4,3,3,6,714,88,802,4,1,802,709,1511,1,2,1,3,1,3,8,1,3,1997.0,3,2,413,3,3,2,95,75,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
75,60.0,8400,4,3,2,5,8,1939,1997,7,0.0,3,3,3,1,2,378,342,720,5,1,1052,720,2192,0,2,1,4,1,4,8,1,4,1939.0,1,1,240,3,3,2,262,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30,71.0,6900,4,4,3,5,6,1940,1955,7,0.0,3,3,3,1,5,403,212,740,5,1,778,0,778,0,1,0,2,1,3,4,1,4,1966.0,3,1,924,5,5,2,0,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,69.0,7917,3,4,3,6,7,1976,1976,7,174.0,3,3,4,1,4,751,392,1143,3,1,1113,0,1113,1,1,1,3,1,3,6,1,2,1987.0,2,1,504,3,4,2,370,30,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
60,84.0,10728,4,4,3,8,5,2006,2006,7,0.0,4,4,3,2,1,0,1095,1095,4,1,1095,844,1939,0,2,1,3,1,4,8,1,4,2006.0,2,3,1053,3,3,2,192,51,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
20,73.0,39104,3,1,1,7,7,1954,2005,6,0.0,3,4,3,4,2,226,96,1385,5,1,1363,0,1363,1,1,0,2,1,3,5,2,3,1954.0,1,2,439,3,3,2,81,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
60,92.0,11764,3,4,3,8,7,1999,2007,7,348.0,4,4,3,1,6,524,628,1152,5,1,1164,1106,2270,0,2,1,4,1,4,9,1,4,1999.0,3,3,671,3,3,2,132,57,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20,80.0,9600,4,4,3,6,6,1958,1988,7,183.0,3,3,3,1,3,620,0,1240,4,1,1632,0,1632,1,2,0,3,1,3,6,1,4,1958.0,2,1,338,3,3,2,289,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20,76.0,8314,4,4,3,5,7,1982,1982,7,0.0,3,3,3,4,5,546,270,816,3,1,816,0,816,0,1,0,2,1,3,5,0,0,1982.0,1,1,264,3,3,2,168,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
50,55.0,7264,4,4,3,7,7,1925,2007,7,0.0,4,3,3,1,1,0,952,952,4,0,952,596,1548,0,2,1,3,1,5,5,0,0,1978.0,1,2,672,3,3,2,74,0,0,144,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20,129.0,9196,3,4,3,7,5,2003,2003,7,0.0,4,5,3,1,1,0,1560,1560,5,1,1560,0,1560,0,2,0,3,1,4,7,0,0,2003.0,3,2,573,3,3,2,100,150,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,140.0,19138,4,4,3,4,5,1951,1951,7,0.0,3,3,3,1,2,120,744,864,5,1,864,0,864,0,1,0,2,1,3,4,0,0,1951.0,1,2,400,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,107.0,14450,4,4,3,9,5,2006,2007,7,315.0,5,5,3,4,1,0,2121,2121,5,1,2121,0,2121,0,2,1,3,1,5,8,1,5,2007.0,3,3,732,3,3,2,124,98,0,142,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60,83.0,10005,4,4,3,7,5,1977,1977,7,299.0,3,4,3,1,4,392,768,1160,5,1,1156,866,2022,0,2,1,4,1,3,8,1,3,1977.0,3,2,505,3,3,2,288,117,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
60,82.0,11287,4,4,3,7,6,1989,1989,7,340.0,4,4,3,3,6,421,386,807,4,1,1175,807,1982,0,2,1,3,1,4,7,1,3,1989.0,3,2,575,3,3,2,0,84,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20,60.0,7200,4,4,3,6,5,2006,2006,7,68.0,4,4,3,1,6,905,357,1262,4,1,1262,0,1262,0,2,0,2,1,4,5,0,0,2006.0,3,2,572,3,3,2,0,120,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
120,34.0,5063,4,4,3,7,5,2007,2008,7,166.0,4,4,3,1,6,904,410,1314,5,1,1314,0,1314,1,2,0,2,1,4,6,1,4,2008.0,2,2,626,3,3,2,172,62,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
20,74.0,9612,4,4,3,8,5,2008,2009,7,72.0,4,4,3,1,1,0,1468,1468,5,1,1468,0,1468,0,2,0,3,1,4,6,1,4,2008.0,3,3,898,3,3,2,210,150,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
120,50.0,8012,4,4,3,6,5,1992,1992,7,0.0,4,4,3,1,6,430,1145,1575,4,1,1575,0,1575,1,2,0,2,1,4,5,0,0,1992.0,2,2,529,3,3,2,0,0,52,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
160,35.0,4251,3,4,3,7,5,2006,2007,7,0.0,4,4,3,1,1,0,625,625,5,1,625,625,1250,0,2,1,2,1,4,5,0,0,2006.0,2,2,528,3,3,2,0,54,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
50,77.0,9786,3,3,3,6,7,1962,1981,7,0.0,3,3,3,1,3,600,312,912,3,1,1085,649,1734,0,1,1,3,1,4,7,1,4,1962.0,2,2,440,3,3,2,0,0,0,128,0,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20,69.0,8125,3,4,3,4,4,1971,1971,7,0.0,3,3,3,1,4,614,244,858,3,1,858,0,858,0,1,0,3,1,3,5,0,0,1978.5061638868744,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,69.0,9819,3,4,3,5,5,1967,1967,7,31.0,3,3,3,1,4,450,432,882,3,1,900,0,900,0,1,0,3,1,3,5,0,0,1970.0,1,1,280,3,3,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
70,60.0,8730,4,4,3,6,7,1915,2003,7,0.0,3,3,3,1,1,0,698,698,5,1,698,698,1396,0,1,0,3,1,3,7,0,0,2003.0,1,1,384,3,3,2,0,0,0,259,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,120.0,15611,4,4,3,8,5,2006,2006,7,0.0,4,4,3,3,1,0,1079,1079,5,1,1079,840,1919,0,2,1,3,1,4,8,1,4,2006.0,2,2,685,4,3,2,0,51,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
190,55.0,5687,4,3,3,5,6,1912,2000,7,0.0,3,3,2,1,3,210,570,780,5,0,936,780,1716,1,2,0,6,1,2,9,0,0,1978.5061638868744,0,0,0,0,0,0,0,184,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
50,60.0,11409,4,4,3,5,4,1949,2008,7,0.0,3,3,3,1,2,292,476,768,4,1,1148,568,1716,0,1,1,3,1,3,8,1,4,1949.0,1,1,281,3,3,2,0,0,0,160,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
60,69.0,16659,3,4,3,7,7,1977,1994,7,34.0,3,3,3,1,5,795,0,795,2,1,1468,795,2263,1,2,1,3,1,4,9,1,3,1977.0,3,2,539,3,3,2,0,250,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20,80.0,9600,4,4,3,6,5,1953,1953,7,238.0,3,3,3,1,6,1285,131,1416,3,1,1644,0,1644,1,1,0,3,1,3,7,2,4,1953.0,3,2,418,3,3,2,110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
80,37.0,7937,3,4,3,6,6,1984,1984,7,0.0,3,3,3,3,6,819,184,1003,3,1,1003,0,1003,1,1,0,3,1,3,6,0,0,1984.0,1,2,588,3,3,2,120,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50,75.0,13710,4,4,3,5,5,1950,1950,7,0.0,3,3,3,1,4,420,490,910,3,1,910,648,1558,0,1,1,4,1,3,6,0,0,1950.0,1,1,282,3,3,2,289,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
60,66.0,7399,3,4,3,7,5,1997,1998,7,1600.0,4,4,3,1,4,649,326,975,5,1,975,975,1950,0,2,1,3,1,4,7,1,3,1997.0,2,2,576,3,3,2,0,10,0,198,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
60,90.0,11700,4,4,3,6,6,1968,1968,7,365.0,4,3,3,1,5,384,143,702,4,1,1041,702,1743,0,1,2,3,1,3,7,1,4,1968.0,1,2,539,3,3,2,224,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,80.0,14000,4,4,3,6,8,1950,2004,7,0.0,3,3,3,1,1,0,1092,1092,5,1,1152,0,1152,0,1,0,3,1,4,6,1,4,1950.0,1,1,300,3,3,2,0,36,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
190,90.0,15750,4,4,3,5,5,1953,1953,7,56.0,3,3,3,2,4,841,324,1165,3,1,1336,0,1336,1,1,0,2,1,3,5,2,4,1953.0,1,1,375,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
60,66.0,16226,1,4,3,8,5,1998,1999,7,0.0,4,4,3,1,6,281,747,1028,5,1,1210,1242,2452,0,2,1,4,1,4,9,1,3,1998.0,3,2,683,3,3,2,208,50,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20,118.0,13704,3,4,3,7,5,2001,2002,7,150.0,4,4,3,1,1,0,1541,1541,5,1,1541,0,1541,0,2,0,3,1,4,6,1,3,2001.0,2,3,843,3,3,2,468,81,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,70.0,9800,4,4,3,5,7,1972,1972,7,0.0,3,3,3,1,5,894,0,894,3,1,894,0,894,1,1,0,3,1,3,5,0,0,1975.0,1,2,552,3,3,2,256,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
75,87.0,18386,4,4,3,7,9,1880,2002,7,0.0,3,3,3,1,1,0,1470,1470,5,1,1675,1818,3493,0,3,0,3,1,4,10,1,5,2003.0,1,3,870,3,3,2,302,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,80.0,10386,4,4,3,8,5,2004,2005,7,246.0,4,4,3,1,6,1464,536,2000,5,1,2000,0,2000,1,2,0,3,1,4,8,0,0,2004.0,3,3,888,3,3,2,168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
60,116.0,13474,4,4,3,7,5,1990,1991,7,246.0,4,4,3,1,5,700,0,700,4,1,1122,1121,2243,1,2,1,4,1,4,8,1,3,1990.0,2,3,746,3,3,2,127,44,224,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
50,69.0,7920,3,4,3,6,7,1920,1950,7,0.0,3,3,3,1,1,0,319,319,3,1,1035,371,1406,0,1,0,3,1,2,6,0,0,1978.5061638868744,0,0,0,0,0,0,0,144,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
30,69.0,12342,3,4,3,4,5,1940,1950,7,0.0,3,3,3,1,4,262,599,861,5,1,861,0,861,0,1,0,1,1,3,4,0,0,1961.0,1,2,539,3,3,2,158,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,90.0,12378,3,4,3,9,5,2003,2004,7,0.0,4,5,3,4,6,1274,622,1896,5,1,1944,0,1944,1,2,0,3,1,5,8,3,5,2003.0,3,3,708,3,3,2,208,175,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
60,69.0,7685,3,4,3,6,5,1993,1994,7,112.0,3,4,3,1,5,518,179,697,4,1,697,804,1501,0,2,1,3,1,4,6,1,3,1993.0,3,2,420,3,3,2,190,63,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20,50.0,8000,4,4,3,6,6,1948,2002,7,0.0,3,3,3,1,5,680,292,972,5,1,972,0,972,1,1,0,2,1,3,5,1,4,1948.0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
190,65.0,7800,4,4,3,5,7,1939,1950,7,0.0,3,4,3,2,3,507,286,793,3,1,793,325,1118,1,1,0,3,1,3,5,1,4,1939.0,1,2,410,3,3,2,0,0,0,271,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
20,150.0,215245,1,1,1,7,5,1965,1965,7,0.0,3,4,3,4,5,1236,80,2136,3,1,2036,0,2036,2,2,0,3,1,3,8,2,4,1965.0,2,2,513,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
70,60.0,9600,4,4,3,7,7,1925,1990,7,0.0,3,3,4,1,2,16,712,728,5,1,832,809,1641,0,1,1,3,1,5,6,1,4,1925.0,1,2,546,2,3,2,0,0,234,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,71.0,7795,3,4,3,7,5,2004,2005,7,0.0,4,4,3,1,6,425,291,716,5,1,716,716,1432,1,2,1,3,1,4,6,1,4,2004.0,3,2,432,3,3,2,100,51,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,94.0,13005,3,4,3,7,7,1980,1980,7,278.0,4,4,3,1,6,692,153,845,3,1,1153,1200,2353,1,2,1,4,1,5,10,1,3,1983.0,2,2,484,3,3,2,288,195,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,75.0,9000,4,4,3,8,5,2006,2006,7,0.0,4,4,3,3,1,0,1088,1088,5,1,1088,871,1959,0,2,1,3,1,4,8,1,4,2006.0,2,3,1025,3,3,2,208,46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,90.0,9900,4,1,2,7,5,1993,1993,7,256.0,4,4,3,4,6,987,360,1347,5,1,1372,1274,2646,1,2,1,4,1,4,9,1,3,1993.0,2,3,656,3,3,2,340,60,144,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
80,69.0,14115,4,4,3,7,5,1980,1980,7,225.0,3,4,3,3,6,1036,336,1372,3,1,1472,0,1472,1,2,0,3,1,3,6,2,3,1980.0,1,2,588,3,3,2,233,48,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60,111.0,16259,4,4,3,9,5,2006,2006,7,370.0,3,5,4,3,1,0,1249,1249,5,1,1249,1347,2596,0,3,1,4,1,4,9,0,0,2006.0,2,3,840,3,3,2,240,154,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
60,99.0,12099,3,4,3,8,5,2004,2004,7,388.0,4,5,3,3,6,970,166,1136,5,1,1136,1332,2468,1,2,1,4,1,4,10,1,4,2004.0,3,3,872,3,3,2,184,154,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,86.0,10380,3,4,3,7,5,1986,1987,7,172.0,4,3,3,4,2,28,0,1502,5,1,1553,1177,2730,1,2,1,4,1,4,8,1,3,1987.0,3,2,576,3,3,2,201,96,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20,49.0,5820,4,4,3,3,8,1955,2005,7,0.0,3,3,3,1,5,256,906,1162,5,1,1163,0,1163,1,1,0,3,1,3,6,0,0,1955.0,1,1,220,2,3,2,142,98,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
80,96.0,11275,4,4,3,7,7,1967,2007,2,300.0,4,4,3,1,1,0,710,710,5,1,1898,1080,2978,0,2,1,5,1,4,11,1,4,1961.0,3,2,564,3,3,2,240,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,50.0,5000,4,4,3,5,6,1941,1950,7,0.0,3,3,3,3,4,116,604,720,1,0,803,0,803,0,1,0,2,1,3,5,0,0,1941.0,1,2,360,3,3,2,0,0,244,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
